,Power (kW),Power-1 (kW),Temperature (°C),Humidity (%),Solar Radiation (W/m²),Hour of Day,Day of Week
2017-05-01 02:00:00,46.2610385,46.6032095,11.640833333333331,60.0125,0.30925,2,0
2017-05-01 03:00:00,46.4419565,46.2610385,11.530833333333334,59.805,0.1685833333333333,3,0
2017-05-01 04:00:00,46.027025,46.4419565,11.085833333333332,62.75666666666667,0.12925,4,0
2017-05-01 05:00:00,46.226297,46.027025,10.825833333333334,63.04666666666666,4.987916666666666,5,0
2017-05-01 06:00:00,55.9729265,46.226297,11.350833333333334,61.01083333333333,106.67416666666668,6,0
2017-05-01 07:00:00,65.82094,55.9729265,12.7675,56.2825,299.6083333333333,7,0
2017-05-01 08:00:00,153.4768035,65.82094,12.565,57.78833333333333,498.64166666666665,8,0
2017-05-01 09:00:00,132.086309,153.4768035,12.961666666666666,52.65583333333333,678.0583333333333,9,0
2017-05-01 10:00:00,118.9319535,132.086309,14.0625,50.43666666666667,818.0833333333334,10,0
2017-05-01 11:00:00,136.1331475,118.9319535,14.995833333333332,47.21416666666667,901.1666666666666,11,0
2017-05-01 12:00:00,122.002097,136.1331475,16.299166666666668,43.48833333333334,939.9166666666666,12,0
2017-05-01 13:00:00,136.204597,122.002097,16.549166666666668,43.1275,914.75,13,0
2017-05-01 14:00:00,123.1717275,136.204597,17.415833333333335,40.7325,837.6666666666666,14,0
2017-05-01 15:00:00,140.5035845,123.1717275,17.624166666666667,41.998333333333335,711.1416666666668,15,0
2017-05-01 16:00:00,133.7016795,140.5035845,17.281666666666666,43.57333333333333,544.975,16,0
2017-05-01 17:00:00,81.5667055,133.7016795,16.525833333333335,45.09333333333333,343.7083333333333,17,0
2017-05-01 18:00:00,69.4722935,81.5667055,15.596666666666666,45.91416666666667,145.465,18,0
2017-05-01 19:00:00,68.001133,69.4722935,14.0725,50.68083333333333,11.714083333333331,19,0
2017-05-01 20:00:00,50.111227,68.001133,13.164166666666668,54.421666666666674,0.0830833333333333,20,0
2017-05-01 21:00:00,46.847711,50.111227,12.576666666666666,56.54666666666666,0.0575833333333333,21,0
2017-05-01 22:00:00,47.026444,46.847711,12.340000000000002,57.12583333333333,0.0736666666666666,22,0
2017-05-01 23:00:00,46.1312495,47.026444,12.076666666666666,58.61083333333334,0.1084166666666666,23,0
2017-05-02 00:00:00,44.8224345,46.1312495,11.980833333333337,59.74166666666667,0.1221666666666666,0,1
2017-05-02 01:00:00,45.0361275,44.8224345,11.909166666666666,57.8425,0.1244166666666666,1,1
2017-05-02 02:00:00,44.774146,45.0361275,11.880833333333332,55.20583333333334,0.0969166666666666,2,1
2017-05-02 03:00:00,44.84057,44.774146,11.695,54.69,0.0784166666666666,3,1
2017-05-02 04:00:00,45.4722535,44.84057,11.35,56.44583333333333,0.1130833333333333,4,1
2017-05-02 05:00:00,54.190622,45.4722535,10.796666666666669,66.76,4.9065,5,1
2017-05-02 06:00:00,68.850661,54.190622,11.0025,71.95833333333333,116.44666666666669,6,1
2017-05-02 07:00:00,91.9506995,68.850661,12.795384615384616,59.86615384615384,318.7384615384616,7,1
2017-05-02 08:00:00,188.8091275,91.9506995,14.0825,55.44583333333333,525.1083333333333,8,1
2017-05-02 09:00:00,187.4430655,188.8091275,16.283333333333335,44.306666666666665,701.4250000000001,9,1
2017-05-02 10:00:00,193.586193,187.4430655,18.305,35.545833333333334,838.6666666666666,10,1
2017-05-02 11:00:00,198.67331,193.586193,20.234166666666667,23.44083333333333,917.8333333333334,11,1
2017-05-02 12:00:00,196.0974135,198.67331,22.135,17.4525,963.4166666666666,12,1
2017-05-02 13:00:00,199.294724,196.0974135,23.52333333333333,13.2725,947.6666666666666,13,1
2017-05-02 14:00:00,198.4672645,199.294724,24.618333333333336,12.893333333333333,863.1666666666666,14,1
2017-05-02 15:00:00,199.3036825,198.4672645,23.479166666666668,15.228333333333332,732.0166666666668,15,1
2017-05-02 16:00:00,195.035285,199.3036825,22.699166666666667,22.034166666666668,501.94166666666666,16,1
2017-05-02 17:00:00,122.36437,195.035285,21.21,23.2825,351.80833333333334,17,1
2017-05-02 18:00:00,104.4436555,122.36437,19.945833333333333,22.68583333333333,147.08333333333334,18,1
2017-05-02 19:00:00,89.885656,104.4436555,18.614166666666662,24.5575,12.124166666666666,19,1
2017-05-02 20:00:00,62.7315685,89.885656,17.7725,20.210833333333333,0.0,20,1
2017-05-02 21:00:00,53.7560255,62.7315685,17.675833333333333,14.910833333333334,0.0093333333333333,21,1
2017-05-02 22:00:00,50.8836245,53.7560255,17.709166666666665,12.284166666666666,0.0115833333333333,22,1
2017-05-02 23:00:00,49.3702935,50.8836245,17.271666666666665,10.896666666666668,0.007,23,1
2017-05-03 00:00:00,47.509329,49.3702935,17.150000000000002,13.375833333333333,0.0093333333333333,0,2
2017-05-03 01:00:00,48.0767735,47.509329,17.080000000000002,19.550833333333333,0.03475,1,2
2017-05-03 02:00:00,48.18362,48.0767735,15.754166666666668,29.08666666666667,0.0415833333333333,2,2
2017-05-03 03:00:00,48.3625715,48.18362,14.496666666666668,45.89833333333333,0.0185833333333333,3,2
2017-05-03 04:00:00,48.297677,48.3625715,15.033333333333331,28.918333333333333,0.0439166666666666,4,2
2017-05-03 05:00:00,56.876424,48.297677,15.505,28.76083333333333,6.825500000000001,5,2
2017-05-03 06:00:00,68.9924675,56.876424,15.556666666666668,36.79833333333334,117.11083333333332,6,2
2017-05-03 07:00:00,92.6887925,68.9924675,15.811666666666667,44.61833333333333,319.9583333333333,7,2
2017-05-03 08:00:00,203.711046,92.6887925,17.023333333333333,42.65333333333333,493.35,8,2
2017-05-03 09:00:00,186.557922,203.711046,18.404166666666665,38.08833333333333,626.3,9,2
2017-05-03 10:00:00,192.9850995,186.557922,21.613333333333333,31.82333333333333,833.8333333333334,10,2
2017-05-03 11:00:00,207.0377085,192.9850995,24.11583333333333,28.80666666666667,871.5,11,2
2017-05-03 12:00:00,215.364088,207.0377085,25.2575,27.223333333333333,945.5,12,2
2017-05-03 13:00:00,228.952603,215.364088,27.28916666666667,23.67333333333333,910.75,13,2
2017-05-03 14:00:00,232.651371,228.952603,27.60166666666667,23.089166666666667,804.2333333333332,14,2
2017-05-03 15:00:00,222.6617695,232.651371,27.46166666666667,23.5275,694.4666666666667,15,2
2017-05-03 16:00:00,224.667818,222.6617695,25.95583333333333,25.8275,440.4666666666667,16,2
2017-05-03 17:00:00,126.5724615,224.667818,24.269166666666667,27.65083333333333,292.8666666666667,17,2
2017-05-03 18:00:00,104.765069,126.5724615,22.5125,29.895,97.19833333333334,18,2
2017-05-03 19:00:00,88.419958,104.765069,21.245833333333334,32.19,7.629833333333333,19,2
2017-05-03 20:00:00,62.901343,88.419958,20.223333333333333,32.9975,0.2329999999999999,20,2
2017-05-03 21:00:00,50.26374,62.901343,19.7275,32.68833333333333,0.166,21,2
2017-05-03 22:00:00,49.4568195,50.26374,19.705,32.55416666666667,0.0875833333333333,22,2
2017-05-03 23:00:00,47.7984045,49.4568195,19.189166666666665,33.99,0.1153333333333333,23,2
2017-05-04 00:00:00,47.0327805,47.7984045,18.926666666666662,35.586666666666666,0.1084166666666666,0,3
2017-05-04 01:00:00,46.3702885,47.0327805,18.49333333333333,36.9075,0.0853333333333333,1,3
2017-05-04 02:00:00,46.423821,46.3702885,18.521666666666665,38.765,0.0645,2,3
2017-05-04 03:00:00,46.816247,46.423821,18.36083333333333,42.60916666666667,0.0299166666666666,3,3
2017-05-04 04:00:00,46.214498,46.816247,17.901666666666667,46.240833333333335,0.0415833333333333,4,3
2017-05-04 05:00:00,53.2110865,46.214498,17.195833333333333,55.515833333333326,2.07425,5,3
2017-05-04 06:00:00,71.075865,53.2110865,16.559166666666666,65.31083333333333,43.57416666666666,6,3
2017-05-04 07:00:00,96.7459005,71.075865,16.6275,67.76833333333333,132.48333333333332,7,3
2017-05-04 08:00:00,223.404888,96.7459005,16.590833333333332,70.9025,207.66666666666663,8,3
2017-05-04 09:00:00,210.3222005,223.404888,17.261666666666667,67.56833333333333,537.525,9,3
2017-05-04 10:00:00,222.7452365,210.3222005,18.62666666666667,61.035833333333336,691.5083333333333,10,3
2017-05-04 11:00:00,215.2790915,222.7452365,19.889166666666664,54.4675,709.9583333333334,11,3
2017-05-04 12:00:00,217.6074275,215.2790915,19.50583333333333,55.17666666666667,772.35,12,3
2017-05-04 13:00:00,227.11327,217.6074275,18.4475,62.67666666666667,769.5833333333334,13,3
2017-05-04 14:00:00,231.0853815,227.11327,18.035833333333333,62.715,652.275,14,3
2017-05-04 15:00:00,224.600957,231.0853815,17.62,64.08333333333333,383.6166666666666,15,3
2017-05-04 16:00:00,217.102474,224.600957,16.779166666666665,67.49416666666667,209.8333333333333,16,3
2017-05-04 17:00:00,127.9800385,217.102474,16.515,70.8,118.74166666666667,17,3
2017-05-04 18:00:00,104.379635,127.9800385,16.349166666666665,73.38333333333334,94.68333333333334,18,3
2017-05-04 19:00:00,86.9024755,104.379635,16.421666666666667,73.64166666666667,35.15441666666667,19,3
2017-05-04 20:00:00,62.1070955,86.9024755,16.247692307692308,78.1,0.0808461538461538,20,3
2017-05-04 21:00:00,53.874671,62.1070955,15.956666666666669,76.625,0.1636666666666666,21,3
2017-05-04 22:00:00,49.0268115,53.874671,15.055,80.30833333333334,0.7014166666666667,22,3
2017-05-04 23:00:00,47.150115,49.0268115,13.84153846153846,85.03846153846153,0.3664615384615385,23,3
2017-05-05 00:00:00,46.4633695,47.150115,13.053333333333336,86.2,0.2424166666666666,0,4
2017-05-05 01:00:00,45.7549925,46.4633695,13.22,87.5,0.1893333333333333,1,4
2017-05-05 02:00:00,46.2169015,45.7549925,13.474166666666669,86.43333333333334,0.29075,2,4
2017-05-05 03:00:00,45.831249,46.2169015,13.891666666666667,81.84166666666667,0.5031666666666667,3,4
2017-05-05 04:00:00,45.46985,45.831249,14.084166666666668,78.78333333333335,0.8446666666666666,4,4
2017-05-05 05:00:00,53.076272,45.46985,14.358333333333334,76.26666666666667,10.50425,5,4
2017-05-05 06:00:00,71.203906,53.076272,14.915,73.80833333333334,142.35416666666666,6,4
2017-05-05 07:00:00,94.13417,71.203906,14.431666666666668,73.85000000000001,134.97583333333333,7,4
2017-05-05 08:00:00,210.467066,94.13417,14.030833333333334,72.21666666666667,131.88333333333335,8,4
2017-05-05 09:00:00,194.418241,210.467066,14.37,70.42583333333333,342.81666666666666,9,4
2017-05-05 10:00:00,202.84229,194.418241,15.484166666666669,62.43416666666667,689.3249999999999,10,4
2017-05-05 11:00:00,203.677397,202.84229,16.31833333333333,57.63583333333333,928.3333333333334,11,4
2017-05-05 12:00:00,205.884247,203.677397,16.241666666666667,57.71333333333334,972.0,12,4
2017-05-05 13:00:00,209.0859275,205.884247,16.440833333333334,58.73916666666667,838.3083333333334,13,4
2017-05-05 14:00:00,208.308723,209.0859275,16.614166666666666,55.296666666666674,859.75,14,4
2017-05-05 15:00:00,219.45266,208.308723,16.625833333333333,54.446666666666665,721.65,15,4
2017-05-05 16:00:00,203.9358825,219.45266,16.585833333333333,53.84666666666666,565.9666666666667,16,4
2017-05-05 17:00:00,133.427899,203.9358825,16.2725,51.7925,250.72416666666663,17,4
2017-05-05 18:00:00,108.5886005,133.427899,15.668333333333337,56.03083333333333,102.89,18,4
2017-05-05 19:00:00,85.5058235,108.5886005,15.275833333333331,58.16333333333333,11.511166666666668,19,4
2017-05-05 20:00:00,57.4316325,85.5058235,14.909166666666666,59.770833333333336,0.2006666666666666,20,4
2017-05-05 21:00:00,49.4555085,57.4316325,14.850833333333334,63.02583333333333,0.4106666666666667,21,4
2017-05-05 22:00:00,47.1564515,49.4555085,14.7025,64.33666666666666,0.3716666666666666,22,4
2017-05-05 23:00:00,46.280485,47.1564515,14.545833333333334,65.15916666666666,0.3691666666666666,23,4
2017-05-06 00:00:00,45.7532445,46.280485,14.536666666666669,65.87666666666667,0.5815833333333333,0,5
2017-05-06 01:00:00,46.240718,45.7532445,14.3825,66.9475,0.5561666666666667,1,5
2017-05-06 02:00:00,46.864754,46.240718,14.405833333333334,68.10583333333334,0.5423333333333333,2,5
2017-05-06 03:00:00,47.022074,46.864754,14.38,70.09083333333334,0.4961666666666666,3,5
2017-05-06 04:00:00,46.9226565,47.022074,14.385833333333332,73.625,0.7199166666666666,4,5
2017-05-06 05:00:00,46.779539,46.9226565,14.150833333333331,75.60833333333333,8.5175,5,5
2017-05-06 06:00:00,50.5466975,46.779539,14.766666666666666,74.575,94.78083333333332,6,5
2017-05-06 07:00:00,70.19094,50.5466975,15.506666666666668,72.19166666666666,219.39166666666665,7,5
2017-05-06 08:00:00,72.24921,70.19094,15.5875,71.5425,297.05833333333334,8,5
2017-05-06 09:00:00,68.784674,72.24921,16.419999999999998,63.594166666666666,496.62916666666666,9,5
2017-05-06 10:00:00,72.8516145,68.784674,17.033333333333335,59.365833333333335,822.3249999999999,10,5
2017-05-06 11:00:00,69.649497,72.8516145,18.149166666666662,52.87166666666667,932.0833333333334,11,5
2017-05-06 12:00:00,66.392536,69.649497,17.959166666666665,52.54583333333333,925.9833333333332,12,5
2017-05-06 13:00:00,56.505848,66.392536,18.516666666666666,50.55083333333334,929.6666666666666,13,5
2017-05-06 14:00:00,56.033451,56.505848,18.194166666666668,51.2175,856.5833333333334,14,5
2017-05-06 15:00:00,57.226024,56.033451,18.550833333333333,49.94916666666666,730.4499999999999,15,5
2017-05-06 16:00:00,55.922016,57.226024,18.345,54.053333333333335,487.6583333333333,16,5
2017-05-06 17:00:00,56.168047,55.922016,17.854166666666668,59.4125,361.56666666666666,17,5
2017-05-06 18:00:00,55.4166255,56.168047,17.543333333333333,60.44583333333333,169.675,18,5
2017-05-06 19:00:00,54.874964,55.4166255,16.860833333333336,64.03583333333333,20.393916666666662,19,5
2017-05-06 20:00:00,48.9013925,54.874964,16.015,70.01083333333334,0.8004166666666667,20,5
2017-05-06 21:00:00,48.117196,48.9013925,15.7425,73.05833333333334,0.97825,21,5
2017-05-06 22:00:00,47.3649005,48.117196,15.699166666666663,77.10000000000001,0.6668333333333334,22,5
2017-05-06 23:00:00,46.436494,47.3649005,15.604615384615386,79.41538461538462,0.768846153846154,23,5
2017-05-07 00:00:00,45.891992,46.436494,15.476666666666668,79.81666666666666,0.7912499999999999,0,6
2017-05-07 01:00:00,46.7251325,45.891992,15.1575,79.36666666666666,0.8261666666666666,1,6
2017-05-07 02:00:00,45.2183565,46.7251325,14.553333333333333,73.35000000000001,0.6624166666666667,2,6
2017-05-07 03:00:00,44.963804,45.2183565,14.271666666666668,74.00833333333334,1.1998333333333333,3,6
2017-05-07 04:00:00,45.534089,44.963804,14.115384615384617,72.4,1.146076923076923,4,6
2017-05-07 05:00:00,45.7021155,45.534089,14.225833333333334,71.53,7.786666666666666,5,6
2017-05-07 06:00:00,47.356816,45.7021155,14.45,73.10833333333333,131.15916666666666,6,6
2017-05-07 07:00:00,48.0431245,47.356816,15.756666666666668,65.27916666666667,314.40000000000003,7,6
2017-05-07 08:00:00,48.953177,48.0431245,17.18916666666667,58.22916666666666,519.5416666666666,8,6
2017-05-07 09:00:00,50.7424735,48.953177,17.6825,57.30583333333333,694.0666666666666,9,6
2017-05-07 10:00:00,52.188725,50.7424735,19.529166666666665,49.42583333333334,831.9166666666666,10,6
2017-05-07 11:00:00,49.818,52.188725,21.469166666666663,39.71333333333333,918.6666666666666,11,6
2017-05-07 12:00:00,50.0795445,49.818,23.868333333333336,31.9675,950.5,12,6
2017-05-07 13:00:00,49.581583,50.0795445,25.22583333333333,28.999166666666667,926.25,13,6
2017-05-07 14:00:00,49.225428,49.581583,24.514166666666668,29.49,847.0833333333334,14,6
2017-05-07 15:00:00,49.124481,49.225428,24.098333333333333,28.14,720.3916666666668,15,6
2017-05-07 16:00:00,49.994111,49.124481,23.13083333333333,32.58833333333333,521.4499999999999,16,6
2017-05-07 17:00:00,49.4428355,49.994111,21.44083333333333,38.13333333333333,354.7583333333334,17,6
2017-05-07 18:00:00,50.664032,49.4428355,20.7425,37.27333333333333,153.75833333333335,18,6
2017-05-07 19:00:00,52.9493235,50.664032,19.609166666666667,40.31916666666667,16.260083333333334,19,6
2017-05-07 20:00:00,48.0872615,52.9493235,19.26,42.998333333333335,0.0945833333333333,20,6
2017-05-07 21:00:00,45.9577605,48.0872615,19.21333333333333,43.91083333333333,0.04625,21,6
2017-05-07 22:00:00,45.211146,45.9577605,18.820833333333333,44.91833333333333,0.0875,22,6
2017-05-07 23:00:00,44.4540435,45.211146,18.636666666666667,45.01333333333333,0.04375,23,6
2017-05-08 00:00:00,43.6639475,44.4540435,18.183333333333334,46.96416666666667,0.0828333333333333,0,0
2017-05-08 01:00:00,43.093007,43.6639475,17.661666666666665,48.79666666666666,0.0645833333333333,1,0
2017-05-08 02:00:00,42.846102,43.093007,17.528333333333332,49.03,0.07375,2,0
2017-05-08 03:00:00,42.818134,42.846102,17.261666666666667,50.223333333333336,0.09225,3,0
2017-05-08 04:00:00,42.3206095,42.818134,16.095833333333335,62.83166666666667,0.4753333333333334,4,0
2017-05-08 05:00:00,51.304674,42.3206095,16.073333333333334,64.6025,9.084583333333333,5,0
2017-05-08 06:00:00,73.0491385,51.304674,16.74833333333333,62.47666666666667,120.47833333333334,6,0
2017-05-08 07:00:00,103.0260275,73.0491385,18.93916666666667,52.5725,321.84166666666664,7,0
2017-05-08 08:00:00,233.949698,103.0260275,20.03333333333333,49.58583333333333,520.5583333333333,8,0
2017-05-08 09:00:00,253.7193595,233.949698,20.58833333333333,50.44916666666666,675.3166666666667,9,0
2017-05-08 10:00:00,251.68141,253.7193595,21.51833333333333,42.615,825.3333333333334,10,0
2017-05-08 11:00:00,233.504832,251.68141,22.21,36.29666666666667,900.6666666666666,11,0
2017-05-08 12:00:00,247.4475355,233.504832,22.6875,35.27916666666667,900.6666666666666,12,0
2017-05-08 13:00:00,237.6469365,247.4475355,23.066666666666663,33.83833333333333,934.75,13,0
2017-05-08 14:00:00,250.130497,237.6469365,23.49083333333333,33.737500000000004,846.5,14,0
2017-05-08 15:00:00,252.5910255,250.130497,23.97583333333333,31.76,725.8833333333333,15,0
2017-05-08 16:00:00,248.2979375,252.5910255,24.42333333333333,29.293333333333333,573.5083333333333,16,0
2017-05-08 17:00:00,129.575744,248.2979375,23.221666666666664,36.44166666666667,379.1583333333333,17,0
2017-05-08 18:00:00,104.224937,129.575744,21.65,41.66666666666666,130.44833333333335,18,0
2017-05-08 19:00:00,90.320034,104.224937,19.894166666666667,46.47583333333333,15.27625,19,0
2017-05-08 20:00:00,61.2182375,90.320034,18.750833333333333,52.193333333333335,0.0945,20,0
2017-05-08 21:00:00,49.034022,61.2182375,18.0765,55.147000000000006,0.1326999999999999,21,0
2017-05-08 22:00:00,45.669122,49.034022,17.7725,55.53666666666667,0.1855833333333333,22,0
2017-05-08 23:00:00,45.1576135,45.669122,17.216666666666665,57.744166666666665,0.30575,23,0
2017-05-09 00:00:00,45.597017,45.1576135,17.19125,60.76208333333333,0.5594583333333333,0,1
2017-05-09 01:00:00,44.429353,45.597017,16.892500000000002,62.04624999999999,0.6381249999999999,1,1
2017-05-09 02:00:00,43.8173345,44.429353,16.839166666666667,62.240833333333335,0.6967916666666666,2,1
2017-05-09 03:00:00,43.7871815,43.8173345,16.309166666666666,65.035,0.6529583333333333,3,1
2017-05-09 04:00:00,43.76992,43.7871815,15.476666666666668,67.01625,0.7222083333333332,4,1
2017-05-09 05:00:00,53.044808,43.76992,14.81125,75.30416666666666,10.636333333333331,5,1
2017-05-09 06:00:00,74.336322,53.044808,14.794583333333334,77.7625,71.69,6,1
2017-05-09 07:00:00,110.396688,74.336322,15.7852,75.296,228.392,7,1
2017-05-09 08:00:00,233.468124,110.396688,16.286666666666665,68.67,289.35,8,1
2017-05-09 09:00:00,235.5231165,233.468124,16.69333333333333,66.045,544.6416666666667,9,1
2017-05-09 10:00:00,238.293041,235.5231165,17.31083333333333,60.31666666666666,676.725,10,1
2017-05-09 11:00:00,231.6416825,238.293041,17.87333333333333,57.48416666666666,974.9166666666666,11,1
2017-05-09 12:00:00,225.7627215,231.6416825,18.008333333333333,58.2125,946.0916666666668,12,1
2017-05-09 13:00:00,233.118087,225.7627215,18.11916666666667,60.92583333333334,637.775,13,1
2017-05-09 14:00:00,235.643947,233.118087,17.170833333333334,71.5225,359.9583333333333,14,1
2017-05-09 15:00:00,238.7940615,235.643947,17.531666666666666,69.4325,529.8916666666667,15,1
2017-05-09 16:00:00,227.579986,238.7940615,16.908333333333335,70.14583333333333,250.59166666666667,16,1
2017-05-09 17:00:00,134.360457,227.579986,16.628333333333334,71.99166666666666,140.5325,17,1
2017-05-09 18:00:00,106.1746125,134.360457,16.275833333333335,75.425,68.46191666666667,18,1
2017-05-09 19:00:00,87.0270205,106.1746125,15.605833333333337,81.04166666666667,15.980666666666666,19,1
2017-05-09 20:00:00,61.550576,87.0270205,16.015,80.5,0.6368333333333334,20,1
2017-05-09 21:00:00,49.216688,61.550576,15.911666666666669,80.05,0.9645,21,1
2017-05-09 22:00:00,44.3858715,49.216688,15.8575,78.51666666666667,0.7661666666666668,22,1
2017-05-09 23:00:00,43.6126,44.3858715,15.7825,78.54166666666667,0.8768333333333334,23,1
2017-05-10 00:00:00,43.44217,43.6126,15.694166666666666,79.06666666666666,1.0245,0,2
2017-05-10 01:00:00,41.9867415,43.44217,15.511666666666668,80.43333333333334,1.0405833333333334,1,2
2017-05-10 02:00:00,42.5657665,41.9867415,15.316666666666668,82.88333333333334,0.6876666666666668,2,2
2017-05-10 03:00:00,42.0505435,42.5657665,15.319166666666666,82.175,0.5860833333333334,3,2
2017-05-10 04:00:00,42.233428,42.0505435,15.350833333333334,80.64166666666667,1.24825,4,2
2017-05-10 05:00:00,48.795857,42.233428,15.1575,82.02499999999999,13.227583333333332,5,2
2017-05-10 06:00:00,68.756269,48.795857,15.52,80.675,76.7925,6,2
2017-05-10 07:00:00,99.547726,68.756269,15.99470588235294,75.0764705882353,155.14705882352942,7,2
2017-05-10 08:00:00,229.406209,99.547726,16.655833333333334,71.16416666666667,253.825,8,2
2017-05-10 09:00:00,221.1362025,229.406209,16.89,69.20083333333334,275.8833333333333,9,2
2017-05-10 10:00:00,230.867974,221.1362025,16.87333333333333,68.84333333333333,186.21666666666667,10,2
2017-05-10 11:00:00,223.0795415,230.867974,16.004166666666666,79.05,260.81083333333333,11,2
2017-05-10 12:00:00,224.422224,223.0795415,16.215,79.69166666666666,323.825,12,2
2017-05-10 13:00:00,231.2518785,224.422224,15.421666666666669,78.36666666666666,345.6275,13,2
2017-05-10 14:00:00,216.650616,231.2518785,15.95,78.625,285.18583333333333,14,2
2017-05-10 15:00:00,232.2862575,216.650616,16.234166666666667,72.85833333333333,525.25,15,2
2017-05-10 16:00:00,226.6052575,232.2862575,16.467499999999998,71.94166666666666,302.90833333333336,16,2
2017-05-10 17:00:00,136.1353325,226.6052575,16.323333333333334,71.80166666666666,158.75,17,2
2017-05-10 18:00:00,104.5192565,136.1353325,16.245,66.99916666666667,139.92083333333332,18,2
2017-05-10 19:00:00,81.706327,104.5192565,15.738333333333337,69.44416666666666,9.155916666666666,19,2
2017-05-10 20:00:00,55.159014,81.706327,15.57,70.595,0.89975,20,2
2017-05-10 21:00:00,45.877571,55.159014,15.244166666666668,71.37916666666666,0.7914166666666667,21,2
2017-05-10 22:00:00,43.14938,45.877571,15.023333333333332,75.625,0.5214166666666666,22,2
2017-05-10 23:00:00,42.5972305,43.14938,14.515833333333331,78.08333333333333,0.6876666666666668,23,2
2017-05-11 00:00:00,43.2527305,42.5972305,13.976666666666668,80.8,0.5953333333333334,0,3
2017-05-11 07:00:00,91.154267,43.2527305,14.851666666666668,76.20833333333333,184.55416666666667,7,3
2017-05-11 08:00:00,213.134514,91.154267,14.523333333333332,78.45833333333333,229.0775,8,3
2017-05-11 09:00:00,198.563186,213.134514,15.871666666666668,69.74,503.5583333333333,9,3
2017-05-11 10:00:00,206.319062,198.563186,16.036666666666665,69.27,415.0916666666667,10,3
2017-05-11 11:00:00,203.9232095,206.319062,16.05666666666667,69.02,562.6750000000001,11,3
2017-05-11 12:00:00,207.5083575,203.9232095,16.49833333333333,65.80083333333333,652.5916666666667,12,3
2017-05-11 13:00:00,210.0508235,207.5083575,16.970833333333335,63.943333333333335,836.9916666666667,13,3
2017-05-11 14:00:00,215.013614,210.0508235,16.154166666666665,66.14,357.18,14,3
2017-05-11 15:00:00,217.684995,215.013614,16.033333333333335,66.23083333333334,476.7000000000001,15,3
2017-05-11 16:00:00,210.3256965,217.684995,16.67047619047619,66.70428571428572,425.1285714285715,16,3
2017-05-11 17:00:00,134.301025,210.3256965,16.606666666666666,68.60083333333334,315.1458333333333,17,3
2017-05-11 18:00:00,108.752694,134.301025,16.19875,70.59291666666667,126.83833333333332,18,3
2017-05-11 19:00:00,88.9030615,108.752694,15.779166666666669,72.87083333333334,5.728916666666667,19,3
2017-05-11 20:00:00,60.549409,88.9030615,15.640833333333331,73.77499999999999,0.6412916666666667,20,3
2017-05-11 21:00:00,49.635771,60.549409,15.569583333333334,72.99583333333334,0.6632916666666667,21,3
2017-05-11 22:00:00,46.2260785,49.635771,15.502083333333331,74.66250000000001,0.5825416666666666,22,3
2017-05-11 23:00:00,45.96366,46.2260785,15.0504,79.82,0.54488,23,3
2017-05-12 00:00:00,44.4732715,45.96366,15.449583333333337,77.72500000000001,0.410625,0,4
2017-05-12 01:00:00,42.7820815,44.4732715,15.603333333333332,77.50833333333334,0.5942500000000001,1,4
2017-05-12 02:00:00,42.852657,42.7820815,15.338333333333331,78.48333333333333,0.487875,2,4
2017-05-12 03:00:00,43.2453015,42.852657,15.049166666666666,79.80833333333334,0.2573333333333333,3,4
2017-05-12 04:00:00,42.292423,43.2453015,14.76,79.29583333333333,0.3540833333333333,4,4
2017-05-12 05:00:00,44.84931,42.292423,13.590833333333334,82.58333333333333,6.769541666666666,5,4
2017-05-12 06:00:00,62.787723,44.84931,14.576,81.73333333333333,81.19800000000001,6,4
2017-05-12 07:00:00,81.0462385,62.787723,15.174166666666666,78.65833333333333,165.8166666666667,7,4
2017-05-12 08:00:00,187.0480175,81.0462385,15.7875,73.26583333333333,339.875,8,4
2017-05-12 09:00:00,166.77231,187.0480175,16.346666666666668,68.38833333333334,407.4166666666667,9,4
2017-05-12 10:00:00,172.862779,166.77231,17.101666666666667,65.0925,686.525,10,4
2017-05-12 11:00:00,171.8793105,172.862779,16.828333333333333,66.94833333333334,380.69166666666666,11,4
2017-05-12 12:00:00,172.052144,171.8793105,17.541666666666668,62.045,936.5166666666668,12,4
2017-05-12 13:00:00,174.3335025,172.052144,17.775833333333335,60.605,830.2666666666668,13,4
2017-05-12 14:00:00,174.6909685,174.3335025,18.254166666666663,59.27916666666667,830.8916666666668,14,4
2017-05-12 15:00:00,177.1984745,174.6909685,17.819166666666664,60.0225,751.1333333333333,15,4
2017-05-12 16:00:00,176.90634,177.1984745,16.996666666666666,62.65,335.9916666666667,16,4
2017-05-12 17:00:00,109.1776765,176.90634,15.539166666666668,73.91250000000001,131.05166666666665,17,4
2017-05-12 18:00:00,85.2528005,109.1776765,15.8625,72.36666666666666,70.14166666666667,18,4
2017-05-12 19:00:00,74.129621,85.2528005,15.85,69.69083333333333,20.187916666666663,19,4
2017-05-12 20:00:00,56.950714,74.129621,15.115,74.22500000000001,0.5675833333333333,20,4
2017-05-12 21:00:00,49.358276,56.950714,14.754166666666668,72.78333333333333,0.6759166666666667,21,4
2017-05-12 22:00:00,45.3560115,49.358276,14.665833333333332,73.53333333333333,0.6275833333333333,22,4
2017-05-12 23:00:00,45.128116,45.3560115,14.450833333333334,72.575,0.63,23,4
2017-05-13 00:00:00,43.6547705,45.128116,14.406666666666666,71.76666666666667,0.71075,0,5
